ID,AGEP,SCHL,OCCP,SEX,RAC1P,PINCP
500,19.0,18.0,9620.0,1.0,1.0,7000.0
501,40.0,19.0,4020.0,2.0,1.0,700.0
502,18.0,18.0,4055.0,1.0,1.0,4000.0
503,22.0,19.0,9620.0,1.0,1.0,3000.0
504,48.0,17.0,9610.0,1.0,1.0,14000.0
505,62.0,18.0,4220.0,1.0,2.0,620.0
506,18.0,18.0,9415.0,1.0,1.0,7000.0
507,36.0,18.0,4030.0,2.0,1.0,6000.0
508,24.0,20.0,9830.0,1.0,1.0,27600.0
509,28.0,20.0,5810.0,1.0,2.0,23000.0
510,18.0,16.0,4720.0,2.0,2.0,1000.0
511,20.0,19.0,1460.0,2.0,1.0,12100.0
512,19.0,16.0,4600.0,2.0,1.0,3800.0
513,33.0,17.0,4055.0,1.0,2.0,2700.0
514,18.0,19.0,5860.0,1.0,2.0,14000.0
515,22.0,19.0,4110.0,1.0,6.0,16000.0
516,45.0,19.0,3602.0,2.0,6.0,4500.0
517,57.0,16.0,9620.0,1.0,8.0,1600.0
518,22.0,20.0,9830.0,1.0,1.0,20000.0
519,20.0,19.0,5860.0,1.0,2.0,22000.0
520,19.0,19.0,4140.0,1.0,1.0,310.0
521,19.0,19.0,5740.0,2.0,1.0,4000.0
522,20.0,16.0,9350.0,1.0,1.0,1500.0
523,38.0,18.0,5400.0,2.0,8.0,6800.0
524,21.0,19.0,3402.0,1.0,7.0,23000.0
525,38.0,18.0,5400.0,2.0,8.0,6800.0
526,34.0,17.0,9620.0,1.0,1.0,2900.0
527,20.0,19.0,7840.0,2.0,9.0,900.0
528,27.0,13.0,7340.0,1.0,2.0,20000.0
529,49.0,9.0,1050.0,1.0,1.0,17400.0
530,35.0,19.0,3930.0,1.0,9.0,44600.0
531,48.0,17.0,9610.0,1.0,1.0,14000.0
532,23.0,20.0,9830.0,1.0,2.0,20000.0
533,22.0,18.0,5240.0,1.0,1.0,5500.0
534,19.0,18.0,4720.0,2.0,1.0,11400.0
535,21.0,20.0,5860.0,2.0,1.0,5000.0
536,29.0,19.0,4500.0,1.0,9.0,20000.0
537,21.0,19.0,5260.0,1.0,1.0,6000.0
538,18.0,16.0,4760.0,2.0,1.0,3000.0
539,63.0,22.0,2040.0,1.0,6.0,24000.0
540,18.0,18.0,4150.0,1.0,1.0,1100.0
541,42.0,20.0,7905.0,1.0,6.0,10000.0
542,19.0,19.0,9620.0,1.0,1.0,3000.0
543,34.0,17.0,4030.0,1.0,2.0,7200.0
544,34.0,12.0,6230.0,1.0,1.0,25000.0
545,27.0,21.0,9830.0,1.0,6.0,62000.0
546,19.0,16.0,4760.0,1.0,1.0,10000.0
547,28.0,20.0,5810.0,1.0,2.0,23000.0
548,20.0,19.0,5900.0,2.0,1.0,1200.0
549,33.0,17.0,4220.0,1.0,1.0,14600.0
550,31.0,19.0,9620.0,1.0,1.0,9000.0
551,21.0,19.0,2350.0,2.0,1.0,760.0
552,25.0,16.0,9830.0,1.0,1.0,34000.0
553,19.0,16.0,6050.0,2.0,1.0,300.0
554,42.0,19.0,2025.0,2.0,2.0,37100.0
555,21.0,20.0,4251.0,1.0,9.0,500.0
556,35.0,19.0,3740.0,1.0,1.0,3100.0
557,21.0,16.0,1010.0,1.0,6.0,16800.0
558,22.0,18.0,5240.0,1.0,1.0,5500.0
559,32.0,16.0,6040.0,2.0,8.0,4000.0
560,25.0,16.0,3870.0,1.0,1.0,25000.0
561,43.0,19.0,4230.0,2.0,9.0,13300.0
562,24.0,16.0,9830.0,1.0,6.0,67000.0
563,47.0,13.0,4220.0,2.0,1.0,660.0
564,30.0,18.0,2545.0,2.0,1.0,23000.0
565,18.0,19.0,4055.0,2.0,9.0,20000.0
566,19.0,16.0,9645.0,1.0,2.0,20000.0
567,19.0,19.0,3401.0,2.0,1.0,26500.0
568,25.0,18.0,3870.0,1.0,2.0,23600.0
569,18.0,18.0,4251.0,1.0,1.0,1000.0
570,36.0,17.0,7810.0,1.0,1.0,12000.0
571,18.0,19.0,3603.0,2.0,1.0,7500.0
572,20.0,19.0,4130.0,1.0,1.0,9000.0
573,19.0,20.0,4720.0,2.0,1.0,6100.0
574,19.0,19.0,4030.0,2.0,1.0,2600.0
575,33.0,18.0,4220.0,1.0,1.0,660.0
576,20.0,19.0,4220.0,2.0,1.0,3500.0
577,18.0,16.0,6260.0,1.0,1.0,8500.0
578,18.0,18.0,4055.0,2.0,2.0,2000.0
579,18.0,18.0,2722.0,2.0,6.0,19000.0
580,20.0,19.0,3960.0,1.0,6.0,5000.0
581,32.0,17.0,9620.0,1.0,1.0,3500.0
582,20.0,19.0,2205.0,1.0,1.0,8100.0
583,18.0,18.0,9130.0,2.0,1.0,140.0
584,22.0,16.0,1108.0,2.0,9.0,12000.0
585,39.0,17.0,4020.0,1.0,2.0,5000.0
586,19.0,19.0,4640.0,2.0,6.0,33000.0
587,20.0,19.0,3740.0,1.0,1.0,5500.0
588,25.0,16.0,3870.0,1.0,1.0,25000.0
589,20.0,16.0,3870.0,1.0,2.0,17600.0
590,22.0,16.0,3870.0,2.0,2.0,40000.0
591,27.0,21.0,9830.0,1.0,6.0,62000.0
592,18.0,16.0,7840.0,2.0,1.0,5000.0
593,19.0,19.0,2360.0,2.0,1.0,2200.0
594,21.0,16.0,9830.0,1.0,2.0,40000.0
595,19.0,19.0,3401.0,2.0,1.0,26500.0
596,18.0,16.0,9620.0,1.0,1.0,4000.0
597,18.0,20.0,3960.0,2.0,1.0,2500.0
598,19.0,19.0,4030.0,1.0,8.0,17200.0
599,34.0,17.0,310.0,1.0,1.0,6000.0
600,48.0,20.0,4760.0,1.0,1.0,39300.0
601,19.0,19.0,2545.0,1.0,9.0,2000.0
602,20.0,18.0,9830.0,1.0,1.0,40000.0
603,21.0,16.0,9810.0,1.0,1.0,27600.0
604,48.0,14.0,4251.0,1.0,2.0,4800.0
605,45.0,13.0,4020.0,1.0,1.0,5000.0
606,19.0,20.0,4760.0,2.0,1.0,7400.0
607,18.0,18.0,4622.0,2.0,1.0,2200.0
608,24.0,19.0,9141.0,1.0,1.0,23000.0
609,21.0,16.0,4640.0,2.0,1.0,7500.0
610,21.0,19.0,2300.0,2.0,1.0,11000.0
611,33.0,19.0,4220.0,1.0,1.0,3300.0
612,19.0,19.0,2320.0,2.0,1.0,4500.0
613,18.0,16.0,4030.0,2.0,1.0,9200.0
614,54.0,20.0,4950.0,1.0,1.0,10080.0
615,48.0,17.0,9610.0,1.0,1.0,14000.0
616,20.0,19.0,4600.0,1.0,6.0,3900.0
617,27.0,14.0,6050.0,1.0,1.0,2500.0
618,18.0,18.0,9830.0,2.0,1.0,30000.0
619,27.0,21.0,9830.0,1.0,6.0,62000.0
620,20.0,16.0,4020.0,2.0,2.0,2300.0
621,20.0,16.0,9300.0,1.0,1.0,29000.0
622,20.0,19.0,4600.0,2.0,1.0,3000.0
623,22.0,20.0,9130.0,1.0,1.0,17060.0
624,19.0,19.0,2360.0,2.0,1.0,23400.0
625,19.0,19.0,520.0,2.0,1.0,9800.0
626,25.0,18.0,9830.0,1.0,1.0,43200.0
627,38.0,18.0,4030.0,2.0,1.0,5700.0
628,47.0,13.0,4220.0,2.0,1.0,660.0
629,20.0,18.0,9830.0,2.0,1.0,25000.0
630,40.0,20.0,4220.0,1.0,9.0,2240.0
631,49.0,17.0,9610.0,1.0,8.0,8200.0
632,21.0,16.0,440.0,1.0,1.0,23200.0
633,22.0,18.0,5240.0,1.0,1.0,5500.0
634,22.0,18.0,4030.0,2.0,2.0,3000.0
635,61.0,21.0,3602.0,1.0,6.0,10000.0
636,18.0,19.0,4540.0,2.0,7.0,7400.0
637,49.0,21.0,3870.0,1.0,1.0,9500.0
638,20.0,16.0,725.0,1.0,1.0,3000.0
639,63.0,22.0,2040.0,1.0,6.0,24000.0
640,53.0,20.0,5860.0,1.0,2.0,3600.0
641,25.0,16.0,3870.0,1.0,1.0,25000.0
642,35.0,18.0,735.0,2.0,1.0,13000.0
643,28.0,18.0,1021.0,2.0,1.0,43000.0
644,38.0,18.0,4030.0,2.0,1.0,5700.0
645,18.0,16.0,4055.0,2.0,1.0,2900.0
646,19.0,16.0,4720.0,2.0,1.0,2000.0
647,21.0,20.0,9825.0,1.0,1.0,23000.0
648,22.0,18.0,9830.0,1.0,1.0,28000.0
649,18.0,19.0,4760.0,1.0,9.0,15400.0
650,27.0,16.0,8990.0,2.0,1.0,5000.0
651,18.0,18.0,5310.0,1.0,1.0,2000.0
652,19.0,19.0,2360.0,2.0,1.0,2200.0
653,34.0,19.0,4010.0,1.0,1.0,12000.0
654,18.0,19.0,4760.0,1.0,9.0,15400.0
655,57.0,19.0,4251.0,1.0,6.0,17000.0
656,46.0,17.0,5850.0,1.0,1.0,14500.0
657,19.0,18.0,4010.0,1.0,1.0,570.0
658,43.0,19.0,8300.0,1.0,1.0,4700.0
659,19.0,20.0,4140.0,2.0,1.0,2800.0
660,49.0,9.0,1050.0,1.0,1.0,17400.0
661,37.0,16.0,4500.0,1.0,2.0,4500.0
662,19.0,18.0,6260.0,1.0,1.0,3500.0
663,38.0,18.0,5400.0,2.0,8.0,6800.0
664,59.0,19.0,3602.0,2.0,1.0,150000.0
665,24.0,18.0,4140.0,1.0,1.0,1300.0
666,63.0,18.0,9300.0,1.0,1.0,30000.0
667,18.0,18.0,4055.0,1.0,1.0,1500.0
668,26.0,19.0,9830.0,2.0,2.0,21600.0
669,18.0,16.0,2350.0,2.0,1.0,2000.0
670,63.0,22.0,2205.0,2.0,1.0,17700.0
671,56.0,16.0,5940.0,2.0,9.0,1200.0
672,22.0,18.0,7430.0,1.0,2.0,26200.0
673,44.0,17.0,8530.0,1.0,1.0,20200.0
674,44.0,21.0,3802.0,2.0,9.0,10900.0
675,61.0,17.0,9620.0,1.0,1.0,650.0
676,25.0,13.0,4350.0,1.0,1.0,8000.0
677,27.0,19.0,9825.0,1.0,1.0,35000.0
678,18.0,18.0,4110.0,2.0,6.0,62000.0
679,20.0,16.0,9810.0,1.0,1.0,21600.0
680,18.0,19.0,3603.0,2.0,1.0,7500.0
681,19.0,19.0,2360.0,2.0,1.0,23400.0
682,19.0,19.0,4640.0,2.0,6.0,33000.0
683,18.0,16.0,7840.0,2.0,1.0,5000.0
684,50.0,13.0,4251.0,1.0,1.0,5000.0
685,19.0,18.0,4110.0,2.0,1.0,12400.0
686,19.0,18.0,4600.0,2.0,1.0,14600.0
687,20.0,16.0,4020.0,2.0,2.0,2300.0
688,37.0,22.0,2040.0,1.0,1.0,27800.0
689,27.0,19.0,9825.0,1.0,1.0,35000.0
690,20.0,19.0,2016.0,2.0,1.0,4500.0
691,18.0,18.0,4220.0,1.0,1.0,5500.0
692,18.0,18.0,5310.0,1.0,1.0,2000.0
693,20.0,18.0,440.0,2.0,6.0,200.0
694,32.0,15.0,6260.0,2.0,1.0,24000.0
695,21.0,19.0,4600.0,1.0,1.0,3900.0
696,20.0,19.0,4220.0,2.0,1.0,3500.0
697,21.0,20.0,4640.0,1.0,1.0,10000.0
698,20.0,19.0,230.0,2.0,1.0,60000.0
699,19.0,20.0,4055.0,2.0,1.0,5700.0
700,18.0,19.0,1240.0,1.0,9.0,14100.0
701,19.0,18.0,3300.0,2.0,9.0,570.0
702,20.0,19.0,4055.0,2.0,1.0,70400.0
703,66.0,13.0,205.0,1.0,1.0,83400.0
704,18.0,18.0,4030.0,1.0,6.0,300.0
705,29.0,19.0,7200.0,1.0,1.0,3600.0
706,63.0,22.0,2205.0,2.0,1.0,17700.0
707,34.0,16.0,9620.0,1.0,1.0,15000.0
708,21.0,19.0,9830.0,1.0,1.0,19000.0
709,20.0,18.0,2545.0,2.0,6.0,2000.0
710,20.0,16.0,9830.0,1.0,1.0,20000.0
711,18.0,16.0,3930.0,1.0,6.0,480.0
712,20.0,19.0,6410.0,1.0,1.0,1500.0
713,39.0,19.0,4220.0,2.0,1.0,660.0
714,19.0,19.0,4622.0,2.0,1.0,1000.0
715,19.0,16.0,4055.0,2.0,1.0,8800.0
716,21.0,16.0,4640.0,2.0,1.0,7500.0
717,20.0,19.0,4030.0,1.0,1.0,17000.0
718,18.0,16.0,9830.0,1.0,1.0,41000.0
719,52.0,17.0,6120.0,1.0,2.0,20800.0
720,29.0,14.0,4055.0,2.0,2.0,8000.0
721,18.0,16.0,2350.0,2.0,6.0,800.0
722,18.0,16.0,4622.0,2.0,1.0,4100.0
723,19.0,16.0,2722.0,2.0,6.0,2500.0
724,19.0,19.0,4350.0,2.0,1.0,5400.0
725,22.0,18.0,7430.0,1.0,2.0,26200.0
726,40.0,17.0,4251.0,1.0,1.0,21600.0
727,45.0,17.0,5860.0,2.0,8.0,220.0
728,26.0,16.0,9620.0,1.0,1.0,11000.0
729,58.0,20.0,2350.0,1.0,1.0,1000.0
730,19.0,19.0,520.0,2.0,1.0,9800.0
731,18.0,18.0,4130.0,1.0,1.0,6200.0
732,24.0,16.0,6441.0,1.0,1.0,5400.0
733,39.0,16.0,4500.0,1.0,3.0,5000.0
734,20.0,19.0,9640.0,1.0,1.0,8500.0
735,26.0,18.0,9810.0,1.0,1.0,27600.0
736,23.0,19.0,2640.0,1.0,1.0,8000.0
737,20.0,19.0,5140.0,1.0,1.0,3900.0
738,19.0,19.0,4055.0,2.0,1.0,24000.0
739,51.0,17.0,4251.0,1.0,7.0,46000.0
740,34.0,16.0,4252.0,2.0,1.0,18200.0
741,19.0,19.0,4110.0,2.0,1.0,750.0
742,34.0,17.0,310.0,1.0,1.0,6000.0
743,23.0,19.0,4110.0,2.0,1.0,17600.0
744,22.0,19.0,5860.0,1.0,1.0,11100.0
745,21.0,20.0,9830.0,1.0,1.0,28000.0
746,19.0,18.0,5630.0,2.0,1.0,5000.0
747,21.0,16.0,9830.0,1.0,2.0,20000.0
748,18.0,18.0,9645.0,1.0,6.0,8510.0
749,44.0,16.0,6230.0,1.0,1.0,18000.0
750,45.0,19.0,3602.0,2.0,6.0,4500.0
751,21.0,19.0,3402.0,1.0,7.0,23000.0
752,24.0,16.0,4030.0,1.0,8.0,600.0
753,20.0,19.0,9645.0,2.0,1.0,3600.0
754,66.0,13.0,205.0,1.0,1.0,83400.0
755,20.0,16.0,9645.0,2.0,6.0,20000.0
756,22.0,19.0,3648.0,2.0,1.0,5000.0
757,19.0,16.0,9620.0,1.0,1.0,2500.0
758,18.0,16.0,6260.0,1.0,1.0,8500.0
759,35.0,19.0,3930.0,1.0,9.0,44600.0
760,21.0,19.0,9645.0,2.0,1.0,5500.0
761,65.0,20.0,1530.0,1.0,1.0,90000.0
762,19.0,19.0,5550.0,1.0,9.0,58000.0
763,22.0,21.0,3602.0,1.0,1.0,19000.0
764,18.0,16.0,2920.0,1.0,9.0,990.0
765,20.0,19.0,4055.0,2.0,1.0,70400.0
766,26.0,16.0,4220.0,2.0,1.0,17500.0
767,20.0,19.0,6260.0,1.0,9.0,3100.0
768,20.0,19.0,3960.0,2.0,8.0,51000.0
769,20.0,19.0,7340.0,1.0,1.0,27600.0
770,30.0,16.0,6050.0,1.0,1.0,7000.0
771,21.0,16.0,6230.0,1.0,1.0,4000.0
772,61.0,21.0,3602.0,1.0,6.0,10000.0
773,21.0,16.0,440.0,1.0,1.0,23200.0
774,18.0,18.0,4150.0,1.0,1.0,1100.0
775,34.0,12.0,6230.0,1.0,1.0,25000.0
776,33.0,12.0,7810.0,1.0,5.0,12000.0
777,18.0,18.0,4130.0,1.0,1.0,6200.0
778,20.0,19.0,9640.0,1.0,1.0,8500.0
779,21.0,20.0,1970.0,1.0,9.0,5000.0
780,21.0,19.0,7340.0,1.0,1.0,12200.0
781,36.0,17.0,4220.0,1.0,1.0,4400.0
782,57.0,19.0,4251.0,1.0,6.0,17000.0
783,19.0,16.0,9620.0,1.0,1.0,2500.0
784,42.0,17.0,4220.0,1.0,1.0,1800.0
785,20.0,19.0,5160.0,1.0,1.0,6500.0
786,19.0,19.0,3960.0,2.0,1.0,4900.0
787,51.0,16.0,4710.0,1.0,1.0,24000.0
788,20.0,20.0,1007.0,1.0,1.0,7500.0
789,63.0,22.0,2040.0,1.0,6.0,24000.0
790,18.0,16.0,4760.0,2.0,1.0,3000.0
791,65.0,19.0,410.0,2.0,1.0,10404.0
792,18.0,18.0,2722.0,2.0,6.0,19000.0
793,20.0,16.0,9620.0,1.0,6.0,1800.0
794,19.0,20.0,4055.0,1.0,1.0,5700.0
795,36.0,19.0,9645.0,1.0,1.0,10800.0
796,48.0,17.0,9610.0,1.0,1.0,14000.0
797,34.0,20.0,4220.0,2.0,1.0,220.0
798,19.0,19.0,4350.0,2.0,1.0,5400.0
799,20.0,16.0,9300.0,1.0,1.0,29000.0
800,19.0,19.0,5940.0,1.0,6.0,43000.0
801,20.0,19.0,2205.0,1.0,6.0,6000.0
802,19.0,19.0,4130.0,1.0,1.0,11000.0
803,18.0,19.0,4760.0,2.0,1.0,14600.0
804,20.0,19.0,9640.0,1.0,1.0,8500.0
805,18.0,16.0,4720.0,1.0,9.0,6600.0
806,18.0,18.0,4720.0,2.0,2.0,4500.0
807,38.0,22.0,2040.0,1.0,6.0,24000.0
808,22.0,18.0,4020.0,1.0,1.0,27000.0
809,18.0,18.0,4150.0,1.0,1.0,1100.0
810,19.0,18.0,4020.0,2.0,1.0,22600.0
811,18.0,16.0,9620.0,1.0,1.0,12000.0
812,20.0,16.0,9350.0,1.0,1.0,1500.0
813,20.0,16.0,4020.0,2.0,2.0,2300.0
814,29.0,14.0,4055.0,2.0,2.0,8000.0
815,21.0,17.0,6400.0,1.0,1.0,1100.0
816,20.0,19.0,1460.0,2.0,1.0,12100.0
817,48.0,17.0,9610.0,1.0,1.0,14000.0
818,21.0,16.0,4640.0,2.0,1.0,7500.0
819,19.0,18.0,5860.0,2.0,6.0,920.0
820,19.0,19.0,3401.0,2.0,1.0,26500.0
821,22.0,18.0,7100.0,1.0,1.0,23700.0
822,32.0,17.0,6260.0,1.0,1.0,500.0
823,18.0,18.0,4720.0,1.0,1.0,8000.0
824,53.0,19.0,6050.0,2.0,1.0,9600.0
825,18.0,19.0,7010.0,2.0,1.0,4000.0
826,20.0,19.0,3602.0,1.0,1.0,3500.0
827,49.0,9.0,1050.0,1.0,1.0,17400.0
828,62.0,18.0,4220.0,1.0,2.0,620.0
829,20.0,19.0,5860.0,1.0,2.0,22000.0
830,56.0,16.0,9620.0,1.0,1.0,22900.0
831,18.0,19.0,4540.0,2.0,7.0,7400.0
832,20.0,19.0,4030.0,2.0,9.0,7000.0
833,29.0,19.0,4435.0,1.0,1.0,2000.0
834,24.0,18.0,9810.0,1.0,1.0,30700.0
835,49.0,16.0,9141.0,1.0,2.0,17000.0
836,32.0,16.0,6040.0,2.0,8.0,4000.0
837,20.0,16.0,9645.0,2.0,6.0,20000.0
838,57.0,16.0,9620.0,1.0,8.0,1600.0
839,20.0,18.0,4640.0,2.0,1.0,16900.0
840,20.0,19.0,3960.0,1.0,1.0,7500.0
841,63.0,22.0,2205.0,2.0,1.0,17700.0
842,21.0,18.0,9365.0,1.0,1.0,22000.0
843,26.0,18.0,9810.0,1.0,1.0,33600.0
844,20.0,19.0,4110.0,2.0,1.0,2000.0
845,18.0,16.0,9620.0,1.0,1.0,12000.0
846,20.0,16.0,5260.0,2.0,1.0,23000.0
847,19.0,19.0,5740.0,2.0,1.0,4000.0
848,56.0,17.0,4251.0,1.0,1.0,43000.0
849,20.0,19.0,5860.0,2.0,1.0,1300.0
850,19.0,18.0,4251.0,1.0,1.0,4500.0
851,18.0,18.0,4720.0,1.0,1.0,4500.0
852,19.0,18.0,4055.0,2.0,1.0,10200.0
853,21.0,16.0,9825.0,1.0,1.0,25300.0
854,21.0,16.0,4640.0,2.0,1.0,7500.0
855,31.0,19.0,5860.0,1.0,9.0,31000.0
856,18.0,19.0,9620.0,1.0,1.0,2200.0
857,29.0,14.0,4055.0,2.0,2.0,8000.0
858,18.0,19.0,9610.0,2.0,1.0,2000.0
859,57.0,19.0,4251.0,1.0,6.0,17000.0
860,20.0,19.0,2016.0,2.0,1.0,4500.0
861,21.0,19.0,9830.0,1.0,1.0,19000.0
862,18.0,17.0,4140.0,1.0,9.0,7000.0
863,20.0,19.0,5860.0,2.0,1.0,30000.0
864,19.0,16.0,4020.0,1.0,9.0,500.0
865,19.0,18.0,1970.0,2.0,1.0,4000.0
866,22.0,18.0,6305.0,1.0,1.0,17000.0
867,19.0,19.0,4055.0,1.0,6.0,4000.0
868,28.0,20.0,5810.0,1.0,2.0,23000.0
869,18.0,18.0,725.0,2.0,1.0,5500.0
870,35.0,18.0,8140.0,1.0,1.0,59000.0
871,27.0,17.0,4220.0,1.0,1.0,3100.0
872,18.0,20.0,8730.0,1.0,1.0,5100.0
873,42.0,20.0,7905.0,1.0,6.0,10000.0
874,22.0,19.0,9350.0,1.0,1.0,600.0
875,32.0,17.0,6260.0,1.0,1.0,500.0
876,18.0,18.0,9130.0,2.0,1.0,140.0
877,57.0,16.0,9620.0,1.0,8.0,1600.0
878,43.0,19.0,9620.0,1.0,1.0,1400.0
879,18.0,18.0,335.0,1.0,8.0,6200.0
880,36.0,18.0,9810.0,1.0,1.0,48900.0
881,65.0,16.0,3930.0,1.0,9.0,17000.0
882,18.0,18.0,4110.0,2.0,6.0,6800.0
883,46.0,17.0,8450.0,1.0,1.0,7300.0
884,49.0,16.0,9141.0,1.0,2.0,17000.0
885,53.0,16.0,4251.0,1.0,2.0,25000.0
886,18.0,18.0,9130.0,2.0,1.0,140.0
887,19.0,19.0,3960.0,2.0,1.0,9600.0
888,20.0,19.0,4055.0,2.0,6.0,4800.0
889,21.0,20.0,5860.0,2.0,1.0,5000.0
890,20.0,19.0,3960.0,1.0,6.0,5000.0
891,74.0,15.0,4760.0,1.0,1.0,33700.0
892,32.0,16.0,6040.0,2.0,8.0,4000.0
893,38.0,12.0,4251.0,1.0,1.0,6000.0
894,18.0,18.0,4110.0,1.0,1.0,1200.0
895,33.0,19.0,9620.0,2.0,1.0,4000.0
896,22.0,20.0,9825.0,1.0,1.0,25380.0
897,61.0,17.0,4130.0,2.0,9.0,24300.0
898,19.0,18.0,6050.0,1.0,2.0,800.0
899,20.0,19.0,3603.0,2.0,1.0,10000.0
900,29.0,19.0,4435.0,1.0,1.0,2000.0
901,18.0,16.0,4600.0,2.0,6.0,5600.0
902,22.0,21.0,3602.0,1.0,1.0,19000.0
903,31.0,19.0,5860.0,1.0,9.0,31000.0
904,19.0,18.0,4600.0,2.0,1.0,14600.0
905,22.0,16.0,3870.0,2.0,2.0,40000.0
906,24.0,18.0,1555.0,1.0,1.0,29100.0
907,18.0,16.0,4720.0,1.0,1.0,21200.0
908,18.0,16.0,7840.0,2.0,1.0,5000.0
909,36.0,18.0,4030.0,2.0,1.0,6000.0
910,32.0,16.0,6040.0,2.0,8.0,4000.0
911,19.0,18.0,9640.0,2.0,2.0,1200.0
912,18.0,18.0,4055.0,1.0,1.0,1500.0
913,49.0,16.0,9141.0,1.0,2.0,17000.0
914,46.0,19.0,8600.0,1.0,6.0,50000.0
915,30.0,18.0,2545.0,2.0,1.0,23000.0
916,18.0,18.0,4622.0,2.0,1.0,2300.0
917,33.0,18.0,4710.0,1.0,9.0,335000.0
918,18.0,16.0,2350.0,2.0,1.0,2000.0
919,52.0,19.0,6442.0,1.0,1.0,35000.0
920,19.0,16.0,3960.0,1.0,1.0,5200.0
921,20.0,16.0,8610.0,1.0,1.0,23700.0
922,38.0,18.0,5400.0,2.0,8.0,6800.0
923,49.0,9.0,1050.0,1.0,1.0,17400.0
924,65.0,19.0,410.0,2.0,1.0,10404.0
925,25.0,19.0,3870.0,1.0,2.0,28000.0
926,61.0,17.0,4130.0,2.0,9.0,24300.0
927,20.0,16.0,7340.0,1.0,1.0,19200.0
928,19.0,18.0,2545.0,2.0,9.0,920.0
929,23.0,16.0,9830.0,2.0,1.0,21000.0
930,53.0,20.0,5860.0,1.0,2.0,3600.0
931,21.0,14.0,5240.0,2.0,9.0,1400.0
932,18.0,16.0,4600.0,2.0,6.0,5600.0
933,21.0,18.0,9365.0,1.0,1.0,22000.0
934,19.0,19.0,2545.0,2.0,6.0,7300.0
935,20.0,19.0,9645.0,2.0,8.0,3000.0
936,28.0,18.0,1021.0,2.0,1.0,43000.0
937,19.0,16.0,3960.0,1.0,1.0,5200.0
938,20.0,19.0,5160.0,1.0,1.0,6500.0
939,19.0,18.0,4140.0,1.0,1.0,26000.0
940,19.0,18.0,4020.0,2.0,1.0,4000.0
941,20.0,19.0,4030.0,2.0,9.0,7000.0
942,20.0,19.0,5810.0,2.0,1.0,9000.0
943,21.0,20.0,4251.0,1.0,9.0,500.0
944,32.0,16.0,6040.0,2.0,8.0,4000.0
945,32.0,15.0,6260.0,2.0,1.0,24000.0
946,18.0,16.0,3930.0,1.0,6.0,480.0
947,26.0,19.0,9830.0,2.0,2.0,21600.0
948,18.0,18.0,9130.0,2.0,1.0,140.0
949,19.0,18.0,5860.0,2.0,6.0,920.0
950,42.0,19.0,9620.0,1.0,1.0,25000.0
951,21.0,18.0,4251.0,1.0,1.0,1000.0
952,19.0,18.0,4110.0,2.0,1.0,3200.0
953,65.0,19.0,410.0,2.0,1.0,10404.0
954,21.0,14.0,9620.0,1.0,8.0,11200.0
955,18.0,18.0,5400.0,1.0,6.0,2000.0
956,18.0,16.0,7840.0,2.0,1.0,5000.0
957,34.0,17.0,2180.0,1.0,9.0,20000.0
958,31.0,19.0,5860.0,1.0,9.0,31000.0
959,41.0,19.0,3430.0,2.0,2.0,13300.0
960,20.0,19.0,4435.0,2.0,1.0,4000.0
961,57.0,16.0,9620.0,1.0,8.0,1600.0
962,24.0,19.0,9141.0,1.0,1.0,23000.0
963,24.0,16.0,9830.0,1.0,1.0,41000.0
964,37.0,22.0,2040.0,1.0,1.0,27800.0
965,18.0,18.0,4622.0,2.0,1.0,420.0
966,49.0,19.0,4700.0,1.0,1.0,18000.0
967,19.0,16.0,1108.0,1.0,1.0,4000.0
968,25.0,19.0,3870.0,1.0,2.0,28000.0
969,18.0,16.0,9620.0,1.0,1.0,4000.0
970,19.0,16.0,4055.0,2.0,1.0,2800.0
971,50.0,16.0,6520.0,1.0,2.0,31600.0
972,18.0,20.0,2435.0,2.0,1.0,860.0
973,18.0,18.0,4150.0,1.0,1.0,1100.0
974,26.0,21.0,4840.0,2.0,1.0,32000.0
975,19.0,18.0,4010.0,1.0,1.0,8000.0
976,18.0,18.0,4055.0,2.0,2.0,2000.0
977,46.0,19.0,8600.0,1.0,6.0,50000.0
978,50.0,13.0,4251.0,1.0,1.0,5000.0
979,18.0,19.0,9610.0,2.0,1.0,2000.0
980,18.0,18.0,4720.0,1.0,1.0,5600.0
981,61.0,21.0,3602.0,1.0,6.0,10000.0
982,38.0,19.0,5240.0,1.0,1.0,65000.0
983,31.0,19.0,4220.0,1.0,9.0,25000.0
984,22.0,16.0,7340.0,1.0,1.0,25200.0
985,56.0,16.0,9620.0,1.0,1.0,22900.0
986,19.0,19.0,735.0,1.0,1.0,2500.0
987,19.0,18.0,2722.0,1.0,1.0,1500.0
988,18.0,18.0,4251.0,1.0,1.0,1000.0
989,37.0,14.0,4220.0,1.0,2.0,400.0
990,19.0,16.0,2905.0,1.0,1.0,2800.0
991,59.0,19.0,3602.0,2.0,1.0,150000.0
992,32.0,15.0,6260.0,2.0,1.0,24000.0
993,24.0,19.0,1555.0,1.0,1.0,14500.0
994,41.0,19.0,3430.0,2.0,2.0,13300.0
995,63.0,22.0,2040.0,1.0,6.0,24000.0
996,25.0,20.0,4020.0,1.0,9.0,10700.0
997,22.0,16.0,1108.0,2.0,9.0,12000.0
998,18.0,17.0,2920.0,1.0,9.0,990.0
999,25.0,19.0,3870.0,1.0,2.0,28000.0
